Term,NES_ciao,FDR_q_val_ciao,NES_necs_cent_cont,FDR_q_val_necs_cent_cont
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,1.054088019757618,0.7527163564248581,1.52740556042991,0.3503428074297717
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,1.1179900508615943,0.668579368784036,1.4464485285228559,0.3733339311846373
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,1.878999497705832,0.011973105373382219,1.087243660751766,0.7508901955994255
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,1.49633762376306,0.22057723888048458,1.1499748272541743,0.6955103907961107
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.8724723178675683,0.9269651944814187,0.791690963370177,0.9636651620928023
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,1.2459146477674838,0.526364311282242,1.0647876457473195,0.7823499086813513
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,0.7607168870931653,0.9489569985224092,1.6851155548141967,0.25552308488463565
REACTOME_AGGREPHAGY,1.431799594979663,0.2757480878785255,1.1253772351717368,0.7219196237659425
REACTOME_AMYLOID_FIBER_FORMATION,1.9175351212906142,0.009049440107788888,1.5412443509235394,0.36552830188575003
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,0.559089022884554,0.9901367196724163,0.5698158085693978,1.0
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,0.7997278949936358,0.9441721378548349,0.816161864108977,0.9582128512441248
REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,1.3958002668155007,0.3152077995639989,1.4901197411738092,0.3613811677585464
REACTOME_ANTIMICROBIAL_PEPTIDES,2.2167928009781552,0.00011491352517827157,1.6315017566721548,0.24219530879676712
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,0.7772042313556076,0.9454193281214216,1.3313226016083697,0.4917653203621548
REACTOME_APOPTOSIS,0.7560450740863254,0.9465575167510831,1.4775137619712393,0.3709725893257816
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,1.5725011495738235,0.14765669775875534,0.8756655384940056,0.9396687949951333
REACTOME_APOPTOTIC_EXECUTION_PHASE,1.617399809590724,0.10859328129346664,1.349490542690665,0.45613850890727115
REACTOME_ARACHIDONATE_METABOLISM,0.8676879168310611,0.9262407655071003,0.8628091444745334,0.9453461692219478
