Term,NES_ciao,FDR_q_val_ciao,NES_swiss_cent_healthy,FDR_q_val_swiss_cent_healthy
HALLMARK_ADIPOGENESIS,-1.42566000245993,0.1475978009720341,0.7160582559020039,0.9714650490977661
HALLMARK_ALLOGRAFT_REJECTION,1.3737213615264456,0.1769469247863717,1.3852303039279972,0.357426245486869
HALLMARK_APICAL_JUNCTION,1.4893179011812105,0.08116945470507982,0.8344982973217013,0.9217668569099945
HALLMARK_APOPTOSIS,1.180519909910451,0.37926966446267385,1.108224040465627,0.7379020633417076
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-1.2616253603045566,0.22653857973752803,0.5767948866599821,0.9665993987068078
HALLMARK_COAGULATION,2.1890542071642707,0.0,0.9312110637558538,0.884014249824966
HALLMARK_COMPLEMENT,1.1815113745894863,0.3965280976591662,0.6839164155352191,0.9520219700401735
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.2248853392357315,0.0,1.2847047109949843,0.6280219101354969
HALLMARK_ESTROGEN_RESPONSE_LATE,1.4017489621518426,0.1562182775933496,0.8946918723271486,0.9107459960220652
HALLMARK_GLYCOLYSIS,-1.1566257473378296,0.3056684283678149,0.8302576093121921,0.8819776780198509
HALLMARK_HYPOXIA,1.093176817620025,0.4801366292628056,1.1938936493009344,0.662799249266034
HALLMARK_IL2_STAT5_SIGNALING,1.0120581611902435,0.5732785144017276,0.8351296032408919,0.9715026380937999
HALLMARK_IL6_JAK_STAT3_SIGNALING,1.6162226083216078,0.0333342478531647,1.4626209620364679,0.2567027717145093
HALLMARK_INFLAMMATORY_RESPONSE,1.3227998106656025,0.21577546709100384,1.2266682643643771,0.7600675425229604
HALLMARK_INTERFERON_ALPHA_RESPONSE,1.281385312944176,0.2496510030937668,1.1270281714753014,0.7481112346645068
HALLMARK_INTERFERON_GAMMA_RESPONSE,1.041006647339063,0.5755812230788225,1.1325086713090724,0.819364935546312
HALLMARK_KRAS_SIGNALING_DN,1.5328946241387904,0.06935718401053527,1.4709373224888591,0.47456859272682345
HALLMARK_KRAS_SIGNALING_UP,1.6513685173699277,0.02897198825756537,0.991721175033026,0.7884216740112295
HALLMARK_MTORC1_SIGNALING,-1.3689333271574236,0.16820970440602342,-1.4613158962996173,0.07788595271210014
HALLMARK_MYOGENESIS,1.515053197805549,0.07111306208675135,1.0821455499020027,0.6401174707669498
HALLMARK_P53_PATHWAY,0.9627836171835207,0.6552414758079547,0.9965162021825442,0.8330322945042272
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.3242047119041649,0.2285071508918528,1.0844769688445326,0.6845407245720248
HALLMARK_UV_RESPONSE_DN,-0.9907596400585336,0.6066528563461079,-0.9944029018678151,0.4756606397774687
HALLMARK_UV_RESPONSE_UP,0.9577279541257321,0.6445279705890422,1.0941511118449885,0.7140487698949047
HALLMARK_XENOBIOTIC_METABOLISM,1.2894267292036208,0.2509328102279898,1.2067755983554338,0.721009568524086
