Term,NES_ciao,FDR_q_val_ciao,NES_ukbb,FDR_q_val_ukbb
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,1.3203208648068434,0.4648020693481357,0.939386472736903,0.9576808784074657
GOBP_ACTIN_FILAMENT_BASED_PROCESS,0.7829597283550206,0.9563062108121345,0.9182712897138388,0.9692556859152016
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,0.8415395473301353,0.9283342377313886,1.0448389276960275,0.8037776839081731
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,0.985617951299277,0.8403259633380987,1.1484260637061814,0.6567885883174607
GOBP_ACTIN_FILAMENT_ORGANIZATION,0.8332268808235492,0.9267008103103231,0.9330704355304362,0.9559702502069987
GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.9077235058804867,0.8898094201424528,1.0069040829302023,0.8650860519631237
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,1.5843715975171635,0.24662829607717213,1.0357387373335663,0.8204277971665747
GOBP_ACTIN_NUCLEATION,0.7629865622010028,0.962893179376675,1.1611089671040116,0.6548266058469228
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,0.9720884557398952,0.8494889978730011,0.9399285768615195,0.9585132900676195
GOBP_ACTION_POTENTIAL,0.7090290162387345,0.9789950166826896,0.9914933101991606,0.8911140503268689
GOBP_ACTIVATED_T_CELL_PROLIFERATION,0.8355594048049698,0.9263458656914537,1.2397452738698451,0.6248846817461344
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE,1.2190714023882403,0.5865126559738127,0.9511034359091501,0.9409814423962154
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.7433679082000492,0.9651887011873446,0.8045816360752251,1.0
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,1.035532374894949,0.7928402961459274,1.3728385036632,0.9669334524069311
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,0.9933735045086326,0.8330598946018742,1.2428217296027124,0.6242989352211599
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.8752312866172772,0.9166394615387339,1.2258015842496726,0.6124407031451748
GOBP_ACUTE_INFLAMMATORY_RESPONSE,1.9258628600965342,0.02322090759786887,0.9734369852628089,0.9173900540309518
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.6844248603355615,0.9813016959806093,0.7509860150873351,1.0
GOBP_ACUTE_PHASE_RESPONSE,1.937502170162557,0.022623741194437146,0.8831320776358212,0.9954688747814056
GOBP_ACYLGLYCEROL_HOMEOSTASIS,1.7446601522669611,0.10740684689352095,1.0919879481546282,0.7280266163155618
GOBP_ADAPTIVE_IMMUNE_RESPONSE,1.21405356270413,0.5957970114873118,1.106559582412448,0.6952361857689837
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,1.1566119076903543,0.6707495122269178,1.150319134253388,0.6537035209331754
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,1.5149290139703442,0.30240261335312346,1.0564443344059469,0.78299894603835
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,1.3509997244693397,0.4319084483771784,1.115379626241438,0.6839679158725837
GOBP_ADHERENS_JUNCTION_ORGANIZATION,1.8712106056352327,0.037930461471275496,0.864876286260537,1.0
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,1.1608392280573492,0.6668134621295372,0.543713717018054,1.0
GOBP_ADULT_BEHAVIOR,1.0402647770709288,0.7890728974124912,0.9046023114345401,0.98277848144366
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,1.132044308924788,0.6970929730562284,1.0228148144083642,0.8438812537634387
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,0.7051886789392975,0.9776823369826421,1.2176055035171223,0.6131179639331039
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION,1.361101306844981,0.4290400974801187,1.2589130934007011,0.6378710057031985
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,0.9153846471575059,0.8833075012164696,1.1673526870453865,0.6564605399576886
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,0.9033999267385824,0.8933705645962261,1.1181853176240297,0.6796042497154599
GOBP_AMIDE_TRANSPORT,1.276053155286252,0.5193677742224878,0.9714797029756604,0.9171778415690937
GOBP_AMINE_METABOLIC_PROCESS,0.6716879626017059,0.9801980651146173,0.9215437239823592,0.9649578293458337
GOBP_AMINE_TRANSPORT,1.138475120088552,0.694084419161065,1.291742610819048,0.6995260003344742
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS,1.7138967691797742,0.13544795156387315,0.9079667301549377,0.9789443123214325
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,1.7129791013529094,0.13497229208283198,0.8682397327183076,0.9994162644611211
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,1.391158939420786,0.4016335464279092,1.263389867302757,0.6455005177827345
GOBP_AMYLOID_BETA_CLEARANCE,1.1681527275230807,0.6589143031870682,1.2152531912358688,0.6125614013711351
GOBP_AMYLOID_BETA_FORMATION,1.0521286500860936,0.781765849079935,1.18217185156454,0.631027275855839
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,1.0484336853505234,0.7840028461779321,1.2106376221928385,0.6104872125695984
GOBP_AMYLOID_FIBRIL_FORMATION,0.8956167320165456,0.9030716493187511,1.0473187022410428,0.8014970341412018
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,0.8702599463616049,0.9155184703923169,1.1831266680068526,0.6303516575830213
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,0.7948838738378348,0.9500643305936967,1.1411524697114874,0.6698650415976521
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,1.3907030471351276,0.3994689262134431,1.2122176681478882,0.6109865379567491
GOBP_ANATOMICAL_STRUCTURE_MATURATION,1.3339418615853542,0.44705130225447287,0.7643503166509464,1.0
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,0.8908860335576811,0.9056238195240949,1.377462039712407,0.9824724373848145
GOBP_ANIMAL_ORGAN_MORPHOGENESIS,1.6185904453524755,0.22348710699259194,1.205459107227875,0.6184400867567745
GOBP_ANIMAL_ORGAN_REGENERATION,1.2452826629573195,0.5533772064265844,0.823478416674133,1.0
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,1.151125491684819,0.6701501640737946,0.9388132459573498,0.9575483804693525
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,1.7577842604704754,0.10163626042190083,1.289303594498721,0.6792910974656345
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,0.7402230208553142,0.9665066708602901,1.070058010729023,0.7608117904340166
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,1.5051435060688536,0.31491072748298454,1.1454671450487848,0.6603291049199149
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,1.5540286412690094,0.26450958928475754,1.2248733515754555,0.6135013455471108
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II,1.6900353417140843,0.15209241206211122,1.2366432742091273,0.6143648913182593
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,1.3697826027748659,0.4206855482869362,1.1891321748981778,0.6307416142908997
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,1.3577693869256764,0.4276121755856303,1.3008354078860724,0.743245911764991
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.7570168865381018,0.9646452236961746,1.1194041096942744,0.6799272543440043
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,1.9749661013370325,0.015697572737267733,1.384519437724541,1.0
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,2.104907723377031,0.0029133468328018256,1.385180248531746,1.0
GOBP_AORTA_DEVELOPMENT,0.6094785947778143,0.9888810070650874,1.017986961857962,0.8514042545003413
