Term,NES_ciao,FDR_q_val_ciao,NES_necs_cent_off,FDR_q_val_necs_cent_off
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,1.3203208648068434,0.4648020693481357,1.1977592832404305,0.5999011855769035
GOBP_ACTIN_FILAMENT_BASED_PROCESS,0.7829597283550206,0.9563062108121345,0.9588028769247391,0.8614688713235357
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,0.8415395473301353,0.9283342377313886,0.9248025618773553,0.8842328284588195
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,0.985617951299277,0.8403259633380987,1.2217625977472406,0.571520720702397
GOBP_ACTIN_FILAMENT_ORGANIZATION,0.8332268808235492,0.9267008103103231,1.0261277870923815,0.797919656833841
GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.9077235058804867,0.8898094201424528,0.9551727292382848,0.8613882725040465
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,1.5843715975171635,0.24662829607717213,1.2502190240858189,0.5492219111943336
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,0.9720884557398952,0.8494889978730011,1.0042749797556612,0.8237510065549141
GOBP_ACTIVATED_T_CELL_PROLIFERATION,0.8355594048049698,0.9263458656914537,1.5061017578497433,0.39844935622342165
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE,1.2190714023882403,0.5865126559738127,1.2236100322032815,0.5727123049537957
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.7433679082000492,0.9651887011873446,1.0850824179548089,0.7500896256350585
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,1.035532374894949,0.7928402961459274,1.4334972171846136,0.4339394578037988
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,0.9933735045086326,0.8330598946018742,0.8203788437051807,0.9389054991405479
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.8752312866172772,0.9166394615387339,0.7402342039108414,0.9772915232153999
GOBP_ACUTE_INFLAMMATORY_RESPONSE,1.9258628600965342,0.02322090759786887,1.2784232600448306,0.5349761963285037
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.6844248603355615,0.9813016959806093,0.9486792725944521,0.8673882148567645
GOBP_ACUTE_PHASE_RESPONSE,1.937502170162557,0.022623741194437146,1.3910093987820207,0.4837575059442222
GOBP_ACYLGLYCEROL_HOMEOSTASIS,1.7446601522669611,0.10740684689352095,1.1558178009486457,0.662771546214895
GOBP_ADAPTIVE_IMMUNE_RESPONSE,1.21405356270413,0.5957970114873118,1.2681067437083178,0.5308659101762327
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,1.1566119076903543,0.6707495122269178,1.4197145882085638,0.4405482985836431
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,1.5149290139703442,0.30240261335312346,1.097062050925441,0.7396661041728596
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,1.3509997244693397,0.4319084483771784,0.990260321193813,0.8316037833817443
GOBP_ADHERENS_JUNCTION_ORGANIZATION,1.8712106056352327,0.037930461471275496,1.1207234724830377,0.7055360144697423
