Term,NES_ciao,FDR_q_val_ciao,NES_swiss_cent_healthy,FDR_q_val_swiss_cent_healthy
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,-0.9692328795837272,0.7801607121430285,1.0501851079693107,0.9852373980338841
KEGG_ALLOGRAFT_REJECTION,0.7930815362470821,0.9317738231917336,1.2184812005743948,0.7681076134699854
KEGG_APOPTOSIS,0.6246399392594546,0.9626543949735683,0.9681338058883734,0.8206295754026355
KEGG_AUTOIMMUNE_THYROID_DISEASE,-0.7701367035065106,0.9293999763601002,0.8387424613102417,0.9028696925329429
KEGG_AXON_GUIDANCE,-0.82969118255793,0.8798738958026215,-1.0996747380416538,0.29783783783783785
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,1.231017468139516,0.49380925045104146,0.5503824117761911,0.9714787701317716
KEGG_CELL_ADHESION_MOLECULES_CAMS,1.3934339394373094,0.3889712468931757,0.7536300733087649,0.919909224011713
KEGG_CHEMOKINE_SIGNALING_PATHWAY,1.159813632405157,0.587652633007754,1.3721959280930738,0.5416251830161054
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,2.420301339329417,0.0,0.9554657970450209,0.8146540199885416
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,1.5895225978788003,0.1859418566508119,1.43040396035205,0.6696632503660322
KEGG_ECM_RECEPTOR_INTERACTION,1.6024076498089783,0.19823273741184189,1.0442829314606246,0.9374641288433382
KEGG_ENDOCYTOSIS,-1.2217296749277144,0.37811083221450387,-1.2494828869768873,0.21243243243243243
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,1.195125158935838,0.5405481748765331,0.649041218214142,0.950169289897511
KEGG_FOCAL_ADHESION,1.4155791494864134,0.4005863539445629,1.02672974209016,0.8824252863663767
KEGG_GRAFT_VERSUS_HOST_DISEASE,1.0781903605497842,0.692421658674951,1.359488238193617,0.48238945827232793
KEGG_HEMATOPOIETIC_CELL_LINEAGE,1.0420518277684176,0.7047464024584998,1.0696585709092257,0.9849082103840523
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.7481373202282695,0.9338852394759302,1.2999970196181896,0.5321690023007739
KEGG_INSULIN_SIGNALING_PATHWAY,-1.1756064874622363,0.40755810963694333,0.9843514871611557,0.9060060106341989
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,-1.1006583405201538,0.5137568994480441,1.3088284887089137,0.5875256222547584
KEGG_JAK_STAT_SIGNALING_PATHWAY,1.212254870590142,0.5199120626789973,1.1800666120508452,0.8460712542703759
KEGG_LEISHMANIA_INFECTION,-0.6475964881826557,0.9827028906180657,0.9816687747352555,0.8268521229868229
KEGG_LYSOSOME,0.9712018107247384,0.8181122663285022,0.9171380521411363,0.8624450951683748
KEGG_MAPK_SIGNALING_PATHWAY,-0.7968275754647096,0.9128828155286038,0.9011533586022932,0.8601838945827233
KEGG_MELANOMA,1.0663338106344236,0.6657921042249401,0.6817390140272938,0.9569423322155575
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,1.3029301851578454,0.40703273272569646,0.7885604862959665,0.9428571428571428
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,-0.6889407309198803,0.9762355631267808,1.4036821670824915,0.5646559297218154
KEGG_PATHWAYS_IN_CANCER,0.8034897503499548,0.9672888463430943,0.9823101430248878,0.8664070278184479
KEGG_PPAR_SIGNALING_PATHWAY,-1.2213886537503083,0.36879049676025916,1.1061666219431012,1.0
KEGG_PURINE_METABOLISM,-1.602424186694084,0.11669816414686825,-2.052636463857649,0.0
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,1.1580062990380207,0.5726648351648352,0.7658675944184671,0.937801787246933
KEGG_RENAL_CELL_CARCINOMA,1.0737475610733673,0.6844490264532909,1.069794116989056,1.0
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,1.6280058972984284,0.19958586189929473,0.9880856656519633,0.9464616886285994
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,1.3435762766770083,0.37947624514788697,1.444003869763122,1.0
KEGG_TYPE_I_DIABETES_MELLITUS,1.3356497431778929,0.3743169634764293,1.176796345406649,0.7756691068814056
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.8181986288055034,0.9589274860345975,1.029802476802932,0.9277324304538799
KEGG_VIRAL_MYOCARDITIS,1.3293661896992395,0.36909853206494997,0.8666895752310027,0.8901340241018133
