Term,NES_ciao,FDR_q_val_ciao,NES_ukbb,FDR_q_val_ukbb
KEGG_ACUTE_MYELOID_LEUKEMIA,0.8530024861010885,0.9888986743302122,-1.9289310432142242,0.10106951871657754
KEGG_ADHERENS_JUNCTION,-0.8353998109445931,0.8837234956687336,0.9054212588170943,1.0
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,-0.9692328795837272,0.7801607121430285,1.0299392010275905,1.0
KEGG_ALLOGRAFT_REJECTION,0.7930815362470821,0.9317738231917336,1.0671552416848324,1.0
KEGG_ALZHEIMERS_DISEASE,-1.2142170954127236,0.37130337265326463,1.0404882498825434,1.0
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,-1.1078518429149011,0.5105884711041299,1.1641869948596137,1.0
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,-1.5132724850088999,0.14627102559068003,1.3517696103643253,0.7349786281294525
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,1.6421381996910782,0.22709939314416924,1.2871101337932356,0.876735192346835
KEGG_APOPTOSIS,0.6246399392594546,0.9626543949735683,1.1430099075538822,1.0
KEGG_ARACHIDONIC_ACID_METABOLISM,1.0056109107254159,0.7545022142037067,1.2575295043779395,1.0
KEGG_ARGININE_AND_PROLINE_METABOLISM,-1.7082897700570359,0.07551895848332134,0.7253469383564299,1.0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,1.5373139934607432,0.22148956453993768,1.2278988254611518,0.980230557148937
KEGG_ASTHMA,1.089052138610899,0.7052104262342135,1.065478830802742,1.0
KEGG_AUTOIMMUNE_THYROID_DISEASE,-0.7701367035065106,0.9293999763601002,1.0201018353038986,1.0
KEGG_AXON_GUIDANCE,-0.82969118255793,0.8798738958026215,1.1261132494008474,1.0
KEGG_BLADDER_CANCER,1.3853980880252197,0.3809528690925279,0.9085331541248332,1.0
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,1.231017468139516,0.49380925045104146,-0.6123578155222863,1.0
KEGG_CALCIUM_SIGNALING_PATHWAY,-1.5150023728851867,0.1516892934279543,0.7098840743316214,1.0
KEGG_CARDIAC_MUSCLE_CONTRACTION,-1.289611922310704,0.30234404777029605,0.9000124556715619,1.0
KEGG_CELL_ADHESION_MOLECULES_CAMS,1.3934339394373094,0.3889712468931757,1.2292906848650842,1.0
KEGG_CELL_CYCLE,-0.7067732902768308,0.9731320065823307,0.6944259286413313,1.0
