Term,NES_ciao,FDR_q_val_ciao,NES_necs_cent_off,FDR_q_val_necs_cent_off
KEGG_ARGININE_AND_PROLINE_METABOLISM,-1.7082897700570359,0.07551895848332134,-1.246154180207336,0.47089897179511364
KEGG_CALCIUM_SIGNALING_PATHWAY,-1.5150023728851867,0.1516892934279543,-0.9305615068602339,0.7694706060500747
KEGG_CARDIAC_MUSCLE_CONTRACTION,-1.289611922310704,0.30234404777029605,-1.1792962665182551,0.4706945885608276
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,-1.9834016812519633,0.013678905687544997,-1.5185463845848128,0.266413545891897
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,-0.8926060030929168,0.841802298673249,-1.0195797630349792,0.6749245354211867
KEGG_ENDOCYTOSIS,-1.2217296749277144,0.37811083221450387,-1.318522147624495,0.43340924710606815
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,-1.4287945209273194,0.18960483161347091,-0.8418411430185472,0.8443628817178482
KEGG_GALACTOSE_METABOLISM,-0.8625304852020536,0.8688423570182182,-0.9032730220290965,0.7913923214791057
KEGG_GLUTATHIONE_METABOLISM,-1.304213662092247,0.2903658616401597,-1.1112512023145502,0.5039273024557432
KEGG_HEDGEHOG_SIGNALING_PATHWAY,-1.2019401644797918,0.3819834413246941,-0.7774622636079253,0.8765996918529698
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,-2.0619497762040453,0.011969042476601872,-1.6131470370390943,0.1986605037260636
KEGG_OXIDATIVE_PHOSPHORYLATION,-1.3966824386277479,0.20730617412675947,-1.3036101815671237,0.4092774266578625
KEGG_PENTOSE_PHOSPHATE_PATHWAY,-1.3046494574388232,0.29874516288696906,-1.0146639821968086,0.6462597868125648
KEGG_PEROXISOME,-2.036344794568367,0.009689224862011039,-1.3439398108871243,0.5331949816055089
KEGG_REGULATION_OF_AUTOPHAGY,-0.9496438594235159,0.781709227967645,-0.673654613203444,0.956170172625224
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,-1.5184272823727745,0.1560250179985601,-0.8407859065651709,0.8097308293311132
KEGG_SPHINGOLIPID_METABOLISM,-0.7709468876638776,0.9423159783580949,-1.1287807787805693,0.4997170078294501
KEGG_TYROSINE_METABOLISM,-2.1460353927446634,0.009404247660187185,-1.1753605575128394,0.4414677860579191
