Term,NES_ciao,FDR_q_val_ciao,NES_necs_cent_off,FDR_q_val_necs_cent_off
GOMF_2_IRON_2_SULFUR_CLUSTER_BINDING,-1.0436531454757818,0.6886564314992654,-1.517324680136352,0.6376088122447295
GOMF_2_OXOGLUTARATE_DEPENDENT_DIOXYGENASE_ACTIVITY,0.7189042676688229,1.0,0.7640411002633566,1.0
GOMF_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY,1.6161689640676515,0.09104686032378301,-1.0305765241337213,0.7943397004826932
GOMF_ACETYLTRANSFERASE_ACTIVITY,-1.366746858499299,0.4251488777344553,0.5255113254279367,1.0
GOMF_ACTIN_BINDING,-1.0918916315518508,0.6311415742662241,1.1213616649633527,0.755451846924705
GOMF_ACTIN_FILAMENT_BINDING,-1.0202836121160865,0.7077183060988907,0.961469143659202,0.9613647048248973
GOMF_ACTIVE_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-0.931261885549954,0.7889908908793556,-0.8317408687906076,0.900889750677283
GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-0.9283284690393678,0.7914427102351387,-1.397279388975589,0.6250532887770398
GOMF_ACYLTRANSFERASE_ACTIVITY,-1.0743399428050007,0.6383782483638061,0.4130514381848148,0.99815177585075
GOMF_ACYLTRANSFERASE_ACTIVITY_TRANSFERRING_GROUPS_OTHER_THAN_AMINO_ACYL_GROUPS,-1.5235632709804894,0.29700527980714275,0.49982893000674183,1.0
GOMF_ALCOHOL_BINDING,1.1121134013255949,0.6981978910183856,0.862235169838495,1.0
GOMF_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY,-1.5513410255515108,0.2936571981532397,0.7726771877154247,1.0
GOMF_ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY,-2.1670516919635836,0.012073385358013932,-0.938636111188224,0.9328479757140696
GOMF_ALPHA_TUBULIN_BINDING,-1.3119154460553741,0.48484341200663506,1.124638565996052,0.761128099348269
GOMF_AMIDE_BINDING,-1.0054392576092168,0.725861397045647,0.8037097543178545,1.0
GOMF_AMINOACYLTRANSFERASE_ACTIVITY,-0.6821902396548903,0.9680864071507552,0.5540237451924335,1.0
GOMF_AMINOPEPTIDASE_ACTIVITY,-0.9217113752727912,0.7979702300277615,1.095433548837238,0.806022878721704
GOMF_AMYLOID_BETA_BINDING,1.3007173940878478,0.376680812595409,1.2346951303220375,0.6332245820375186
GOMF_ANTIGEN_BINDING,1.2075615443062402,0.5407899814187223,1.1651118681978583,0.6993610472854332
GOMF_ANTIOXIDANT_ACTIVITY,1.0958318022929967,0.7048610039776686,1.1731152795737163,0.7070494753359527
GOMF_ATPASE_ACTIVATOR_ACTIVITY,-1.4821122983097346,0.3038764564741301,-0.7557715133968118,0.9189659150466114
GOMF_ATPASE_BINDING,-0.9098535937108201,0.8125926848587011,0.6132783523624105,1.0
